sum_click,code_module,code_presentation,activity_type,id_student,date,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
1,AAA,2013J,subpage,159954,-10,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn
2,AAA,2013J,forumng,164259,-10,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
3,AAA,2013J,homepage,164259,-10,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
1,AAA,2013J,oucontent,164259,-10,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
1,AAA,2013J,dataplus,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
13,AAA,2013J,homepage,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
93,AAA,2013J,oucontent,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
2,AAA,2013J,resource,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
7,AAA,2013J,subpage,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
2,AAA,2013J,url,167906,-10,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
6,AAA,2013J,forumng,172112,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
5,AAA,2013J,homepage,172112,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
8,AAA,2013J,oucontent,172112,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
1,AAA,2013J,subpage,172112,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
8,AAA,2013J,forumng,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
17,AAA,2013J,homepage,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
31,AAA,2013J,oucontent,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
5,AAA,2013J,resource,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
25,AAA,2013J,subpage,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
3,AAA,2013J,url,172797,-10,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
9,AAA,2013J,forumng,174782,-10,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
20,AAA,2013J,homepage,174782,-10,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
60,AAA,2013J,oucontent,174782,-10,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
2,AAA,2013J,resource,174782,-10,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
13,AAA,2013J,subpage,174782,-10,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
1,AAA,2013J,dataplus,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
18,AAA,2013J,forumng,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
21,AAA,2013J,homepage,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
24,AAA,2013J,oucontent,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
3,AAA,2013J,resource,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
16,AAA,2013J,subpage,175392,-10,M,North Region,HE Qualification,,35-55,0,60,N,Pass
6,AAA,2013J,forumng,175932,-10,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass
16,AAA,2013J,homepage,175932,-10,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass
81,AAA,2013J,oucontent,175932,-10,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass
21,AAA,2013J,subpage,175932,-10,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass
7,AAA,2013J,forumng,180753,-10,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
5,AAA,2013J,homepage,180753,-10,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
17,AAA,2013J,oucontent,180753,-10,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
5,AAA,2013J,homepage,181316,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
26,AAA,2013J,oucontent,181316,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
1,AAA,2013J,resource,181316,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
5,AAA,2013J,subpage,181316,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
1,AAA,2013J,url,181316,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
4,AAA,2013J,homepage,183096,-10,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
33,AAA,2013J,oucontent,183096,-10,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
1,AAA,2013J,resource,183096,-10,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
3,AAA,2013J,forumng,184271,-10,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass
5,AAA,2013J,homepage,184271,-10,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass
1,AAA,2013J,oucontent,184271,-10,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass
4,AAA,2013J,homepage,185439,-10,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail
25,AAA,2013J,oucontent,185439,-10,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail
5,AAA,2013J,resource,185439,-10,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail
2,AAA,2013J,subpage,185439,-10,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail
1,AAA,2013J,dataplus,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
9,AAA,2013J,forumng,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
1,AAA,2013J,glossary,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
16,AAA,2013J,homepage,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
35,AAA,2013J,oucontent,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
26,AAA,2013J,resource,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
11,AAA,2013J,subpage,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
1,AAA,2013J,url,186149,-10,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
37,AAA,2013J,forumng,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
39,AAA,2013J,homepage,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
81,AAA,2013J,oucontent,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
1,AAA,2013J,resource,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
23,AAA,2013J,subpage,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
3,AAA,2013J,url,187100,-10,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
3,AAA,2013J,forumng,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
3,AAA,2013J,forumng,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
7,AAA,2013J,homepage,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
7,AAA,2013J,homepage,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
30,AAA,2013J,oucontent,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
30,AAA,2013J,oucontent,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
1,AAA,2013J,resource,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
1,AAA,2013J,resource,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
3,AAA,2013J,subpage,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
3,AAA,2013J,subpage,188278,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
1,AAA,2013J,forumng,192183,-10,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
5,AAA,2013J,homepage,192183,-10,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
6,AAA,2013J,oucontent,192183,-10,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
1,AAA,2013J,subpage,192183,-10,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
3,AAA,2013J,homepage,200860,-10,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
4,AAA,2013J,oucontent,200860,-10,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
2,AAA,2013J,subpage,200860,-10,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
5,AAA,2013J,forumng,202635,-10,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
9,AAA,2013J,homepage,202635,-10,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
54,AAA,2013J,oucontent,202635,-10,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
7,AAA,2013J,subpage,202635,-10,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
1,AAA,2013J,dataplus,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
5,AAA,2013J,forumng,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
11,AAA,2013J,homepage,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
44,AAA,2013J,oucontent,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
50,AAA,2013J,resource,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
6,AAA,2013J,subpage,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
4,AAA,2013J,url,205350,-10,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
17,AAA,2013J,forumng,227499,-10,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
16,AAA,2013J,homepage,227499,-10,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
14,AAA,2013J,oucontent,227499,-10,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
2,AAA,2013J,resource,227499,-10,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
9,AAA,2013J,subpage,227499,-10,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
5,AAA,2013J,forumng,227517,-10,M,Ireland,HE Qualification,,0-35,0,180,N,Fail
23,AAA,2013J,homepage,227517,-10,M,Ireland,HE Qualification,,0-35,0,180,N,Fail
85,AAA,2013J,oucontent,227517,-10,M,Ireland,HE Qualification,,0-35,0,180,N,Fail
9,AAA,2013J,subpage,227517,-10,M,Ireland,HE Qualification,,0-35,0,180,N,Fail
2,AAA,2013J,homepage,228082,-10,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass
3,AAA,2013J,oucontent,228082,-10,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass
1,AAA,2013J,subpage,228082,-10,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass
2,AAA,2013J,forumng,229361,-10,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
3,AAA,2013J,homepage,229361,-10,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
2,AAA,2013J,homepage,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn
2,AAA,2013J,homepage,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
2,AAA,2013J,resource,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn
2,AAA,2013J,resource,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
1,AAA,2013J,subpage,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn
1,AAA,2013J,subpage,235507,-10,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
10,AAA,2013J,forumng,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
3,AAA,2013J,glossary,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
11,AAA,2013J,homepage,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
18,AAA,2013J,oucontent,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
4,AAA,2013J,resource,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
7,AAA,2013J,subpage,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
1,AAA,2013J,url,238007,-10,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
5,AAA,2013J,forumng,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
20,AAA,2013J,homepage,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
96,AAA,2013J,oucontent,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
3,AAA,2013J,resource,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
18,AAA,2013J,subpage,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2,AAA,2013J,url,241649,-10,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2,AAA,2013J,forumng,241729,-10,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
4,AAA,2013J,homepage,241729,-10,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
11,AAA,2013J,oucontent,241729,-10,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
5,AAA,2013J,subpage,241729,-10,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
5,AAA,2013J,forumng,242793,-10,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
12,AAA,2013J,homepage,242793,-10,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
7,AAA,2013J,oucontent,242793,-10,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
4,AAA,2013J,resource,242793,-10,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
3,AAA,2013J,subpage,242793,-10,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
5,AAA,2013J,dataplus,246834,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
31,AAA,2013J,forumng,246834,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
7,AAA,2013J,homepage,246834,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
27,AAA,2013J,oucontent,246834,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
4,AAA,2013J,subpage,246834,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
8,AAA,2013J,forumng,248270,-10,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
22,AAA,2013J,homepage,248270,-10,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
41,AAA,2013J,oucontent,248270,-10,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
2,AAA,2013J,subpage,248270,-10,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
1,AAA,2013J,dataplus,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
9,AAA,2013J,forumng,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
20,AAA,2013J,homepage,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
42,AAA,2013J,oucontent,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
11,AAA,2013J,subpage,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
1,AAA,2013J,url,255548,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
6,AAA,2013J,forumng,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
24,AAA,2013J,homepage,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
41,AAA,2013J,oucontent,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
3,AAA,2013J,resource,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
4,AAA,2013J,subpage,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
1,AAA,2013J,url,256815,-10,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
3,AAA,2013J,homepage,258392,-10,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
3,AAA,2013J,oucontent,258392,-10,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
2,AAA,2013J,subpage,258392,-10,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
6,AAA,2013J,forumng,258894,-10,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
17,AAA,2013J,homepage,258894,-10,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
48,AAA,2013J,oucontent,258894,-10,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2,AAA,2013J,resource,258894,-10,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
6,AAA,2013J,subpage,258894,-10,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
18,AAA,2013J,forumng,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
18,AAA,2013J,homepage,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
35,AAA,2013J,oucontent,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
3,AAA,2013J,resource,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
18,AAA,2013J,subpage,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1,AAA,2013J,url,262934,-10,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
6,AAA,2013J,forumng,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
12,AAA,2013J,homepage,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
56,AAA,2013J,oucontent,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
3,AAA,2013J,resource,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
13,AAA,2013J,subpage,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2,AAA,2013J,url,271251,-10,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
4,AAA,2013J,forumng,279572,-10,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
16,AAA,2013J,homepage,279572,-10,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
68,AAA,2013J,oucontent,279572,-10,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
3,AAA,2013J,resource,279572,-10,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
20,AAA,2013J,subpage,279572,-10,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
1,AAA,2013J,dataplus,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
7,AAA,2013J,forumng,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
5,AAA,2013J,homepage,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
12,AAA,2013J,oucontent,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
1,AAA,2013J,resource,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
5,AAA,2013J,subpage,281250,-10,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
3,AAA,2013J,dataplus,282821,-10,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
4,AAA,2013J,forumng,282821,-10,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
7,AAA,2013J,homepage,282821,-10,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
50,AAA,2013J,oucontent,282821,-10,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
4,AAA,2013J,subpage,282821,-10,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
4,AAA,2013J,homepage,287548,-10,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
3,AAA,2013J,oucontent,287548,-10,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
6,AAA,2013J,forumng,291334,-10,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
21,AAA,2013J,homepage,291334,-10,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
80,AAA,2013J,oucontent,291334,-10,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
5,AAA,2013J,resource,291334,-10,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
19,AAA,2013J,subpage,291334,-10,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
3,AAA,2013J,forumng,296332,-10,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
7,AAA,2013J,homepage,296332,-10,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
7,AAA,2013J,oucontent,296332,-10,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
2,AAA,2013J,resource,296332,-10,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
2,AAA,2013J,subpage,296332,-10,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
1,AAA,2013J,homepage,298696,-10,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,oucontent,298696,-10,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass
2,AAA,2013J,resource,298696,-10,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass
8,AAA,2013J,forumng,300398,-10,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
28,AAA,2013J,homepage,300398,-10,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
61,AAA,2013J,oucontent,300398,-10,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
13,AAA,2013J,subpage,300398,-10,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
4,AAA,2013J,forumng,302302,-10,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
6,AAA,2013J,homepage,302302,-10,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
9,AAA,2013J,oucontent,302302,-10,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
1,AAA,2013J,resource,302302,-10,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
4,AAA,2013J,subpage,302302,-10,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
2,AAA,2013J,homepage,305539,-10,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
6,AAA,2013J,oucontent,305539,-10,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
1,AAA,2013J,subpage,305539,-10,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
